"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_100_90100_1.0_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;9,64999999999999;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;72,7;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;54,5;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;35,95;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;29;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;101,7;83,7271488159369;TRUE
"BeT_100_90100_1.0_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;103,75;83,7271488159369;TRUE
"BeT_200_180200_0.9_clientserver-BeT_200_180200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;34,5;83,7271488159369;FALSE
"BeT_200_180200_0.9_clientserver-BeT_200_20200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;87,9;83,7271488159369;TRUE
"BeT_200_180200_0.9_clientserver-BeT_200_20200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;85,3;83,7271488159369;TRUE
"BeT_200_180200_0.9_clientserver-BeT_200_60200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;44,8;83,7271488159369;FALSE
"BeT_200_180200_0.9_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;38,9;83,7271488159369;FALSE
"BeT_200_180200_0.9_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;101,95;83,7271488159369;TRUE
"BeT_200_180200_0.9_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;83,75;83,7271488159369;TRUE
"BeT_200_180200_0.9_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;65,2;83,7271488159369;FALSE
"BeT_200_180200_0.9_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;58,25;83,7271488159369;FALSE
"BeT_200_180200_0.9_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;130,95;83,7271488159369;TRUE
"BeT_200_180200_0.9_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;133;83,7271488159369;TRUE
"BeT_200_180200_1.0_clientserver-BeT_200_20200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;53,4;83,7271488159369;FALSE
"BeT_200_180200_1.0_clientserver-BeT_200_20200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;50,8;83,7271488159369;FALSE
"BeT_200_180200_1.0_clientserver-BeT_200_60200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;10,3;83,7271488159369;FALSE
"BeT_200_180200_1.0_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;4,40000000000001;83,7271488159369;FALSE
"BeT_200_180200_1.0_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;67,45;83,7271488159369;FALSE
"BeT_200_180200_1.0_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;49,25;83,7271488159369;FALSE
"BeT_200_180200_1.0_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;30,7;83,7271488159369;FALSE
"BeT_200_180200_1.0_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;23,75;83,7271488159369;FALSE
"BeT_200_180200_1.0_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;96,45;83,7271488159369;TRUE
"BeT_200_180200_1.0_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;98,5;83,7271488159369;TRUE
