"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_100_90100_0.9_layer-BeT_200_60200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;20,3;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;42,5;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;41,7;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;15,65;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;4,7;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;85,8;83,7271488159369;TRUE
"BeT_100_90100_0.9_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;85,3;83,7271488159369;TRUE
"BeT_100_90100_1.0_layer-BeT_200_180200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;3,5;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_200_180200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;5,20000000000002;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_200_20200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;65,3;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_200_20200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;45,2;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_200_60200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;34,6;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_200_60200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;37,4;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;59,6;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;58,8;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;32,75;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;12,4;83,7271488159369;FALSE
"BeT_100_90100_1.0_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;102,9;83,7271488159369;TRUE
"BeT_100_90100_1.0_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;102,4;83,7271488159369;TRUE
"BeT_200_180200_0.9_layer-BeT_200_180200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;1,70000000000002;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_200_20200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;68,8;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_200_20200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;48,7;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_200_60200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;38,1;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_200_60200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;40,9;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;63,1;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;62,3;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;36,25;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;15,9;83,7271488159369;FALSE
"BeT_200_180200_0.9_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;106,4;83,7271488159369;TRUE
"BeT_200_180200_0.9_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;105,9;83,7271488159369;TRUE
"BeT_200_180200_1.0_layer-BeT_200_20200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;70,5;83,7271488159369;FALSE
"BeT_200_180200_1.0_layer-BeT_200_20200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;50,4;83,7271488159369;FALSE
"BeT_200_180200_1.0_layer-BeT_200_60200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;39,8;83,7271488159369;FALSE
"BeT_200_180200_1.0_layer-BeT_200_60200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;42,6;83,7271488159369;FALSE
"BeT_200_180200_1.0_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;64,8;83,7271488159369;FALSE
"BeT_200_180200_1.0_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;64;83,7271488159369;FALSE
"BeT_200_180200_1.0_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;37,95;83,7271488159369;FALSE
"BeT_200_180200_1.0_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;17,6;83,7271488159369;FALSE
"BeT_200_180200_1.0_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;108,1;83,7271488159369;TRUE
"BeT_200_180200_1.0_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;107,6;83,7271488159369;TRUE
"BeT_200_20200_0.9_layer-BeT_200_20200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;20,1;83,7271488159369;FALSE
"BeT_200_20200_0.9_layer-BeT_200_60200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;30,7;83,7271488159369;FALSE
"BeT_200_20200_0.9_layer-BeT_200_60200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;27,9;83,7271488159369;FALSE
"BeT_200_20200_0.9_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;5,7;83,7271488159369;FALSE
"BeT_200_20200_0.9_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;6,5;83,7271488159369;FALSE
"BeT_200_20200_0.9_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;32,55;83,7271488159369;FALSE
"BeT_200_20200_0.9_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;52,9;83,7271488159369;FALSE
"BeT_200_20200_0.9_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;37,6;83,7271488159369;FALSE
"BeT_200_20200_0.9_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;37,1;83,7271488159369;FALSE
"BeT_200_20200_1.0_layer-BeT_200_60200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;10,6;83,7271488159369;FALSE
"BeT_200_20200_1.0_layer-BeT_200_60200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;7,8;83,7271488159369;FALSE
"BeT_200_20200_1.0_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;14,4;83,7271488159369;FALSE
"BeT_200_20200_1.0_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;13,6;83,7271488159369;FALSE
"BeT_200_20200_1.0_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;12,45;83,7271488159369;FALSE
"BeT_200_20200_1.0_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;32,8;83,7271488159369;FALSE
"BeT_200_20200_1.0_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;57,7;83,7271488159369;FALSE
"BeT_200_20200_1.0_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;57,2;83,7271488159369;FALSE
"BeT_200_60200_0.9_layer-BeT_200_60200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;2,8;83,7271488159369;FALSE
"BeT_200_60200_0.9_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;25;83,7271488159369;FALSE
"BeT_200_60200_0.9_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;24,2;83,7271488159369;FALSE
