"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_200_180200_0.9_allComponents-BeT_200_20200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;78;83,7271488159369;FALSE
"BeT_200_180200_0.9_allComponents-BeT_200_20200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;76,6;83,7271488159369;FALSE
"BeT_200_180200_0.9_allComponents-BeT_200_60200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;63,7;83,7271488159369;FALSE
"BeT_200_180200_0.9_allComponents-BeT_200_60200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;17,6;83,7271488159369;FALSE
"BeT_200_180200_0.9_allComponents-BeT_50_15050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;95,1;83,7271488159369;TRUE
"BeT_200_180200_0.9_allComponents-BeT_50_15050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;52,2;83,7271488159369;FALSE
"BeT_200_180200_0.9_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;53,5;83,7271488159369;FALSE
"BeT_200_180200_0.9_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;52,7;83,7271488159369;FALSE
"BeT_200_180200_0.9_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;124,9;83,7271488159369;TRUE
"BeT_200_180200_0.9_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;85,8;83,7271488159369;TRUE
"BeT_200_180200_1.0_allComponents-BeT_200_20200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;47,9;83,7271488159369;FALSE
"BeT_200_180200_1.0_allComponents-BeT_200_20200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;46,5;83,7271488159369;FALSE
"BeT_200_180200_1.0_allComponents-BeT_200_60200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;33,6;83,7271488159369;FALSE
"BeT_200_180200_1.0_allComponents-BeT_200_60200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;12,5;83,7271488159369;FALSE
"BeT_200_180200_1.0_allComponents-BeT_50_15050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;65;83,7271488159369;FALSE
"BeT_200_180200_1.0_allComponents-BeT_50_15050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;22,1;83,7271488159369;FALSE
"BeT_200_180200_1.0_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;23,4;83,7271488159369;FALSE
"BeT_200_180200_1.0_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;22,6;83,7271488159369;FALSE
"BeT_200_180200_1.0_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;94,8;83,7271488159369;TRUE
"BeT_200_180200_1.0_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;55,7;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_200_20200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;1,40000000000001;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_200_60200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;14,3;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_200_60200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;60,4;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_50_15050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;17,1;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_50_15050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;25,8;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;24,5;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;25,3;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;46,9;83,7271488159369;FALSE
"BeT_200_20200_0.9_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;7,8;83,7271488159369;FALSE
"BeT_200_20200_1.0_allComponents-BeT_200_60200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;12,9;83,7271488159369;FALSE
"BeT_200_20200_1.0_allComponents-BeT_200_60200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;59;83,7271488159369;FALSE
"BeT_200_20200_1.0_allComponents-BeT_50_15050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;18,5;83,7271488159369;FALSE
"BeT_200_20200_1.0_allComponents-BeT_50_15050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;24,4;83,7271488159369;FALSE
"BeT_200_20200_1.0_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;23,1;83,7271488159369;FALSE
"BeT_200_20200_1.0_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;23,9;83,7271488159369;FALSE
"BeT_200_20200_1.0_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;48,3;83,7271488159369;FALSE
"BeT_200_20200_1.0_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;9,2;83,7271488159369;FALSE
"BeT_200_60200_0.9_allComponents-BeT_200_60200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;46,1;83,7271488159369;FALSE
"BeT_200_60200_0.9_allComponents-BeT_50_15050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;31,4;83,7271488159369;FALSE
"BeT_200_60200_0.9_allComponents-BeT_50_15050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;11,5;83,7271488159369;FALSE
"BeT_200_60200_0.9_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;10,2;83,7271488159369;FALSE
